Name,RT [min],c_19,c_36,c_73,c_25,c_70,c_31,c_47,c_33,c_7,c_23,c_67,c_49,c_57,c_30,c_48,c_64,c_40,c_43,c_44,c_32
415.2447_3.76,3.757,7610.474734,10191.86919,10697.65322,7542.799278,6926.162078,33.47900035,8799.763145,12936.92502,9740.560821,12195.9442,8885.958539,10144.66734,10922.03311,7741.17883,10310.3527,14413.1918,9106.584798,8957.334069,32.37075702,6156.670307
415.3087_5.73,5.726,1134.473359,245.1062979,576.7020315,176.0599111,156.6579973,185.9966412,126.006574,141.9257678,208.8938258,192.4960494,1534.358245,181.1877704,160.6175781,439.5994669,1888.058785,297.6410692,322.5001532,799.2594784,222.4324224,1303.29923
417.1859_2.36,2.363,139.9409426,171.2029067,1815.496211,1698.627999,226.9270104,5073.270849,3738.14217,2922.128019,401.4634567,8972.00248,2948.874206,1652.288869,219.4512808,2176.309139,362.1299006,7719.723456,2420.324634,3117.622618,4004.912543,1312.16814
418.2355_5.65,5.649,110.9142667,899.6563257,349.5664824,896.4000848,137.7910979,235.7202222,211.5829027,79.53503226,1399.167386,471.1038539,220.7080359,256.0558881,106.6156787,137.425126,261.6996454,1218.139768,1032.16229,136.5886811,477.7453233,268.350036
418.3450_7.41,7.412,306.7009957,108.9874769,147.1643774,116.1775032,278.3984764,182.8503109,166.2740238,80.63112553,99.2139262,269.4570785,55.79141551,62.28482037,487.8992887,88.63808911,1020.572979,270.1601295,58.69385607,183.0859328,267.9571101,96.10134943
420.2126_5.58,5.578,770.4822173,720.6379602,975.261831,1094.770762,529.0238785,2187.418125,1008.412099,643.5012166,3225.406564,1397.468617,1368.64173,1513.958785,999.5217383,700.6690587,1491.073063,2041.616126,1376.6216,1258.083647,1892.645357,1040.924262
420.2488_5.69,5.688,1724.045555,256.6738182,262.5785116,1777.325091,974.308252,2118.277756,2173.77201,172.4666336,2310.033102,2822.753213,2024.162299,530.9497731,3216.331001,139.6142395,2645.404079,524.6782329,300.3654809,1678.002434,2735.886626,186.3025264
420.2503_7.62,7.618,448.7437705,65.65068027,128.2350257,466.9804004,69.11507092,1167.474789,361.9343531,81.98063328,646.8394958,517.1905616,343.910072,70.05435809,626.1155898,83.07241576,780.9373914,340.1315793,67.27808698,394.9619593,453.8933889,69.31943344
422.2172_5.13,5.133,376.7594554,383.5163105,423.1751017,176.4928347,435.9750871,39.52571462,275.3643607,465.4147749,383.1113752,693.7011455,404.2985493,229.290964,285.1017347,165.5660876,325.4863511,667.029771,248.3549115,1447.835685,34.81030118,546.961143
423.3350_6.04,6.04,60.14467279,78.1815336,623.3929561,994.5136514,1044.94279,4359.780942,908.0485622,764.8973092,732.2352476,1838.702198,983.8929867,718.7280772,1169.290394,514.8551716,3159.081004,2587.279084,860.3710783,1630.769248,2618.303266,1514.406995
424.3572_7.19,7.187,1102.078504,539.9685226,423.6219048,443.9393586,978.54505,1913.921195,640.8920366,1119.75977,2029.672077,1097.360173,978.2128281,1051.628429,1179.694241,969.4267013,2477.773027,1080.292721,771.9028017,1176.840777,1318.0562,1017.987808
425.3139_5.78,5.783,1504.118412,1538.591009,528.8580828,157.7126102,1276.125707,616.3835082,215.0625949,2177.563395,399.4979168,304.4033394,176.3500206,756.9878465,156.4642228,221.9704936,133.1495013,191.8669998,750.180879,6535.115624,1525.12351,165.510354
425.3504_6.49,6.485,1635.581565,3871.110686,3775.969289,2605.076477,131.4232605,504.9019292,125.0348632,138.6492177,152.3073026,159.9352748,130.5271992,140.2015172,143.8132606,123.6057369,184.4606513,146.6642595,116.6736044,168.6007355,119.9543866,125.7632783
425.3505_6.17,6.169,251.8546105,305.0831459,254.1296003,220.5285659,1587.654893,6009.005112,2364.814395,1707.280395,1954.508275,3268.962755,2570.824439,1176.872709,3782.819404,1432.29636,7362.227136,4539.889287,1466.491289,3398.782966,4546.046355,4847.44935
426.2081_6.77,6.768,1318.721726,407.6603548,641.2751136,646.7494482,3182.443685,487.9237189,719.191257,1691.217775,349.8059237,565.4332521,500.1748653,1441.800883,129.1751591,1220.816209,507.9968188,326.9694087,838.0968609,1539.637412,485.7259508,613.1543493
426.3500_7.35,7.351,962.3925824,190.0130157,711.4984455,437.1811404,432.9194125,1414.229949,484.3647718,550.5533315,963.1692187,883.2898348,335.3953947,484.2784157,988.6092056,143.7161254,1502.676065,1243.361997,800.8397699,710.3174503,768.6286145,234.1862366
427.2781_4.75,4.748,9122.452519,12861.76437,14100.15067,6727.914055,11215.24235,38.44078068,10303.17628,15765.78527,11455.68838,19886.92649,11177.76064,9500.244213,11227.03273,5297.263497,12656.99977,18841.96676,8022.517716,14697.5939,26.91610844,8598.128037
428.2173_5.54,5.536,1446.284595,399.3622875,540.4694414,4572.477898,1619.549724,4659.344351,2551.88437,356.6147387,2592.4868,2638.653101,1754.922811,1465.590425,3609.623035,388.2959455,4555.3111,1131.420396,762.8945208,2529.078501,2140.077408,576.858169
428.2930_5.93,5.927,575.8989385,964.3849087,755.7750658,589.1831478,760.1874954,900.5117787,446.8388367,914.9039067,439.970103,735.9453926,593.9760449,517.4363888,414.6495615,551.2246503,441.6218959,541.6430736,925.0398476,923.8942459,1886.196982,511.9639069
428.3648_8.55,8.549,244.4572277,4135.799757,371.4767738,236.5434762,2865.264519,538.0633778,159.7612073,1594.49984,423.9004391,4810.138637,3648.255321,2238.642071,1758.452754,2900.094727,410.2944978,806.9504827,708.3255843,73.65973946,262.9290145,1100.471218
428.3654_8.89,8.888,2006.034455,2298.080951,3267.845871,2647.413809,1519.938887,3404.668743,981.3846225,3824.46651,3599.437517,3502.969697,2712.747322,2650.143245,2018.073869,1795.015087,2128.567067,4388.858369,4300.169191,883.168132,1176.884945,2530.089889
428.3655_8.04,8.035,847.4014017,264.7245393,381.4820038,503.2976073,774.1443966,1109.029651,752.5087199,380.8189431,332.6116832,1244.345561,489.0608354,435.2039448,1380.610012,166.269723,1390.550188,744.6193285,222.0150717,375.3645666,512.2104483,199.2331164
428.3656_7.69,7.687,36794.39428,9948.452817,36165.29509,18003.96137,17570.53328,47069.69035,24919.82307,22477.36317,49720.8381,28106.62282,11899.52905,14144.91493,34891.65905,10134.56598,52236.21288,48515.09558,19760.66814,30415.91097,20444.8298,17498.22218
429.2882_5.65,5.652,2184.663269,1869.740417,505.5086052,179.056269,326.0347047,379.8829206,120.1347607,2626.504931,139.0829486,603.8130966,186.1799406,159.5659583,191.6279757,240.6761561,474.7276002,313.587765,646.625023,10172.08258,499.3562677,802.9715383
429.2937_4.67,4.671,946.6299085,1237.154537,1241.248569,944.7044711,700.686165,38.47919103,1027.764659,1367.823304,855.7767432,1265.736776,661.4344774,1035.489475,1151.327216,637.4262811,1051.412073,1321.222984,914.1434032,1488.318864,25.61080742,701.8026347
429.3736_8.54,8.535,65.66508273,4301.097136,125.4572965,57.36946151,2113.051063,169.4394666,63.68922762,996.5989738,93.2193247,4231.323252,3509.878023,1562.600349,1201.55534,2494.158101,75.50467852,563.2325792,417.4162106,81.23007443,64.61276772,682.5223813
430.2396_5.96,5.964,118.8094152,138.3573942,125.9027786,115.4137709,202.1395687,78.067983,82.83056349,110.1761101,94.55272837,202.2887352,118.2822362,91.32281661,218.4242491,99.99135043,195.8235084,119.0696319,144.1274699,1352.242446,472.1286337,88.41230491
430.3081_5.95,5.951,1769.761877,3021.487445,1933.417412,1606.286626,1379.894915,2329.305486,838.6210819,1424.242165,1829.466497,2455.055888,2672.162868,1006.81799,1920.177136,1346.23298,2091.453476,2349.006349,1434.157372,2615.876227,7419.366198,1831.385514
431.2730_3.65,3.654,12872.44489,11753.48744,15871.94597,13098.52022,6084.917501,14726.57551,9131.55496,13973.20915,6665.53672,10215.02388,5180.541937,8267.118968,9851.769188,9729.553312,9634.559207,8005.41743,11457.28073,13218.79301,1333.377892,4588.769932
431.3034_5.53,5.532,329.6128052,2566.511818,910.7957996,213.8599332,322.367387,632.0907527,443.7238677,3855.291269,203.0487238,378.6543496,906.9491219,1577.387407,231.4622463,189.8514095,220.2423724,553.1908316,797.3053111,3546.191472,512.8261115,282.046047
432.2334_4.75,4.75,1541.222732,2439.424074,2706.322913,1171.223886,2051.249854,40.62920511,1984.500266,3405.858192,2175.567136,3787.175909,1712.794622,1745.954529,2078.40674,1008.658704,2136.295005,3648.653012,1444.826054,2894.079083,28.44843605,1503.085892
432.3601_6.61,6.606,210.1363402,1657.306109,1564.539672,246.3154066,232.7443463,620.8903282,246.8921658,829.9659734,986.2181297,909.1229257,584.6142043,1252.518542,357.2986735,1198.339752,292.5244251,266.9581255,267.5900138,466.7426284,2851.036473,580.8243763
434.1983_5.86,5.855,612.6609915,97.950699,122.7326427,479.5444155,345.2216574,608.0335738,724.996402,109.7642476,560.5945774,918.8088682,580.2542453,271.6319772,798.839549,85.28722684,900.4564068,166.9630773,97.43596271,1376.946426,1324.288046,100.6048781
434.2664_6.53,6.526,294.432982,300.8977554,320.0525433,326.8999321,287.6702381,413.4998142,346.0572622,365.3791373,356.8437003,431.8100516,4157.489429,471.6098957,369.693566,316.3112792,427.9883359,4692.327647,304.1023488,537.0714542,320.4307341,300.8483647
434.3394_6.74,6.74,251.794102,1578.465725,1896.730308,483.5134098,836.869558,969.882998,218.548882,248.4346871,358.5507511,467.6005025,457.6586086,757.7610934,347.1913647,1627.167395,317.7958498,228.174456,171.9091181,386.0462019,3766.660114,545.6015806
436.2278_3.65,3.652,3098.347872,1311.977563,3761.870189,2983.774073,1584.2987,4032.539956,2268.510793,3534.221651,1701.141931,2687.608784,1326.696433,2157.251209,2711.11945,2438.094127,2584.395948,2088.286067,2708.944458,3189.513389,376.8448467,1376.28665
436.3184_5.95,5.953,90.92134275,384.91716,393.2499936,62.48742585,68.12171301,137.8965377,62.78122291,106.4072207,85.51518706,311.3614277,125.3259126,381.9534904,82.2158963,187.9912848,84.00575068,108.2161244,86.21313764,117.880792,1043.175549,134.1017707
436.3552_7.10,7.104,155.8828438,202.1866566,131.9967582,144.8981014,227.0352347,154.932675,266.0015997,162.3789796,194.5718194,455.6227399,190.2004161,559.0992609,180.5934447,122.6358028,236.9026642,1771.97873,138.0687174,215.3781242,166.8886478,142.986305
437.2905_6.37,6.373,10517.23011,10301.15205,8719.289829,13595.98971,13197.71065,10186.78515,6533.906164,12667.75006,7955.719734,9470.463245,15085.01218,9144.189653,7035.69155,16181.94163,10495.0816,13003.38271,6143.930596,7948.263885,5880.785607,4617.75731
438.1386_5.30,5.3,34.09955935,80.10059975,70.77684751,70.25806231,46.595553,272.7209529,192.8774076,56.74941929,93.18299437,139.4198716,112.5545684,217.4851386,57.21270922,48.39598378,51.79916896,72.21067403,54.19232679,1126.685257,278.0532882,179.4308069
439.3061_6.44,6.437,1055.004555,852.2890379,908.7248824,2157.457913,716.4558487,547.1464519,638.9714001,960.1210819,1817.432089,904.1620287,1588.727009,947.7003023,830.5743199,2125.961933,1022.111272,1018.623634,509.9802164,377.5872141,488.9871363,419.7760139
442.4022_6.74,6.735,176.4160437,1723.086173,1428.888614,320.3439412,175.7428486,406.3823259,201.7391746,232.7612488,459.8624349,411.8040398,507.8709038,265.6885296,284.9777672,901.6762558,391.8341248,324.4599485,241.7017104,381.0751124,1365.12439,467.306499
444.2877_6.03,6.034,2581.116343,2500.929199,91.9207968,62.19871091,86.43567289,92.00647148,95.68442941,75.02785901,127.0645679,86.53507751,103.1410824,72.5971387,2274.190824,82.42846726,83.43902704,86.05837809,72.37154199,227.6532338,71.03721802,1204.272851
444.3603_8.57,8.572,5702.45088,1707.227007,3410.020805,4237.781697,4292.252315,9254.274758,3672.607938,1679.139379,7339.006006,9032.217508,2043.728579,3050.63912,4815.227394,1337.047872,7025.675057,5576.918122,1369.927022,2847.984734,4261.353534,1166.194355
444.3603_7.34,7.337,10670.33354,3492.323625,7536.885038,10492.67529,10211.13925,11567.70798,9392.881978,4835.347965,8030.404373,14984.49917,5055.570616,8027.307898,11496.45223,2765.655951,19540.43876,10743.02112,3634.796893,9161.624269,8245.87974,3466.785858
444.3604_8.85,8.846,1305.206168,455.4033088,690.2539499,1323.296513,1394.709171,2555.250743,1196.240106,451.0448026,1684.875591,2647.256896,1266.481092,1052.875505,1226.14739,243.1967706,1531.742737,1774.18257,307.5476958,842.2221293,1097.992451,540.065309
446.3395_6.58,6.578,935.6003338,4030.963026,3051.479205,1422.461188,1154.138379,1377.26202,516.4010669,2445.572025,2004.173954,2507.63151,2005.588874,2997.319294,868.3277796,2107.218123,1811.9294,1475.900258,1490.430274,2137.849643,6953.845388,1884.648767
446.3759_7.68,7.684,6617.226422,2638.514131,6110.374715,3556.658181,3814.066276,6546.295037,5527.424928,5570.604187,8119.579143,6044.47186,2977.358592,3725.304079,7400.809802,2476.065083,10054.45381,9712.620437,4596.96507,7401.337272,4366.532577,4838.33387
447.2989_5.65,5.646,1333.315454,792.1973981,510.9296379,180.0883966,217.1329365,163.7093283,378.8160577,741.9173591,141.7265348,309.8374288,229.8321042,234.3344145,144.5820546,776.3193931,98.86208662,356.5838998,307.3837669,4879.574735,234.4449697,495.0876684
448.3551_6.73,6.73,1592.835696,3333.973082,3621.48078,1125.821146,951.721536,2236.829399,726.0520196,1654.063692,2020.273208,1995.55924,1677.801037,1972.253109,1915.647209,1668.961757,1434.989832,2322.223386,1651.370983,2232.856204,5366.855151,1526.098943
449.3139_5.53,5.532,609.7248152,2991.357182,426.8570046,412.1818901,421.5114163,880.6185577,204.2485857,5071.742418,288.606104,729.7975976,1650.685392,2025.221426,446.1076215,365.90918,290.2713913,1076.541727,1296.328151,4881.640409,988.3928828,543.600061
450.2078_3.62,3.618,666.7970475,648.737289,864.8742721,660.98687,367.6986938,2181.939879,504.5289365,778.0986666,374.2531271,577.1264816,297.7850497,455.5950961,567.2594015,468.485519,535.0332983,487.1273903,580.548029,1606.445606,166.6672947,653.5856119
450.3693_6.77,6.769,115.0653554,1800.666889,1034.888321,141.5552088,160.2041884,315.1552319,118.8790474,137.0095973,484.7737059,431.3855849,407.1139909,381.2848493,360.6811623,901.243701,272.0187931,551.1304142,250.3777478,281.1098439,841.9450828,477.1001618
453.2856_6.27,6.273,8180.972658,6152.922856,4197.187102,6392.872108,7579.715056,8410.692226,6344.788035,7133.165346,5655.91821,5282.903292,4831.455507,5957.897358,5795.907902,5199.834574,8086.926171,5193.023906,8764.752964,5789.145217,8112.358996,8418.205226
454.2778_4.82,4.817,16461.89141,21363.92063,27544.52273,12134.43293,20002.98063,138.7690815,18089.18754,31383.51254,23911.26273,36190.23739,20926.76435,17808.49887,20461.91024,10477.9581,22084.03355,36694.113,15130.21671,30186.1677,112.6390434,16995.47474
458.2726_3.74,3.741,22391.07849,20885.69385,26948.89723,20594.71025,10367.4619,19097.03788,15089.05071,22195.18491,11728.97765,17435.24351,8799.609043,14636.22086,17569.57894,16832.61175,15304.62819,13186.46143,19558.45925,22306.08559,1809.843469,8775.255026
458.2728_4.87,4.874,1878.4213,2665.406827,2941.541943,1256.252205,2505.431878,32.6139876,2026.889623,3732.622527,2886.329466,4616.404972,2289.053541,2000.052124,2261.625854,1310.714656,2347.418373,4622.105873,1752.497298,4014.589876,30.86518086,2031.515065
459.3044_3.62,3.618,721.9645604,696.9740319,1103.410571,759.381468,525.1708213,783.9698932,385.7167138,692.0409707,270.0337784,440.8375213,225.6633029,393.4216044,433.3098484,522.3292658,447.4209101,390.5576587,531.4098537,584.344032,22.52288413,249.1480263
461.2596_5.57,5.569,213.2285417,212.4530607,287.5193543,264.1037982,155.962839,372.1209591,118.6145822,189.7121864,163.8898802,411.9911818,360.3012337,446.3339365,251.8402456,206.5659794,172.4899742,585.618138,405.8452212,2000.52872,557.9754623,306.8774579
461.2657_4.05,4.05,1574.804646,1419.657094,1817.880061,1091.357477,1238.305937,36.53086958,1175.010487,1763.279688,1463.966856,1976.544175,1193.40947,1243.524365,1614.174586,912.9998016,1665.784185,1850.284734,1103.934229,1416.048881,33.48278581,976.9941154
462.2253_5.79,5.788,78.67114679,262.6059538,358.9307032,211.234495,182.5371044,253.6924913,72.86359491,59.26983526,70.19298654,110.7076594,545.6395925,314.2597171,141.0960036,179.7945007,63.63161517,68.27272133,59.27544893,473.1716424,65.64559617,1136.05597
462.3708_6.59,6.585,2057.856617,188.5237325,1426.546118,1811.850191,544.4506903,2968.509901,1426.771271,252.3957278,3369.416004,371.9522263,178.7216001,797.9893751,982.451648,211.3418105,3166.856398,1196.468667,195.5499742,2578.224153,1235.474867,342.1541838
462.3709_7.42,7.422,15932.95373,2885.512121,5426.205879,9161.963578,12722.0781,14317.73781,12632.0303,3165.172819,16138.62669,20073.42017,10081.99925,10538.31643,16173.15835,2350.133389,28502.02419,13742.10746,2040.84687,14489.25444,15408.66031,3646.523694
462.3711_7.25,7.251,2948.238583,1041.054126,1822.068609,3736.433723,3004.167896,4725.584032,3018.388948,788.3836284,3237.083101,5258.538197,2008.570753,1708.49004,4202.803468,629.2477688,6285.231173,3511.720445,675.5279817,2304.393758,2401.428791,637.1220111
463.3062_6.41,6.414,7985.914574,7585.675377,10755.94995,13742.29572,11306.1717,7326.984451,6913.964627,9960.254848,6225.967705,8243.717237,13993.7878,11653.32614,7561.270056,18799.13493,9556.49928,12862.6616,4803.875569,5758.345383,5199.145163,3557.49452
463.3738_7.24,7.244,615.7663201,170.5032628,267.8410354,870.5891868,695.7339484,1170.72737,865.3452829,98.34092955,722.0181437,1072.256643,456.6321291,420.9033247,931.4356941,55.53757361,1524.493781,727.9888387,131.7718647,721.815826,451.3027322,586.5843642
465.3219_6.67,6.668,11443.30301,9451.743583,8777.650558,10488.57722,9855.162067,11626.24792,8105.290911,10563.41041,9260.087192,8380.06074,17618.08781,6616.597232,8684.367807,14452.43629,14605.05126,13050.85089,4610.966111,4361.10576,3187.815723,3240.91012
465.3219_6.47,6.473,11443.30301,602.5885254,8777.650558,10488.57722,9855.162067,11626.24792,8105.290911,10563.41041,9260.087192,413.4978445,1064.81486,757.7794516,8684.367807,1408.286019,14605.05126,828.5994618,4610.966111,4361.10576,3187.815723,3240.91012
467.3013_6.05,6.045,21802.33699,23208.42346,18479.63101,20897.97568,17731.72897,25755.7052,11969.58811,15028.23091,21333.77639,20836.06448,42587.1364,29347.54528,19544.65814,13790.99634,21091.19391,25612.9433,17135.06244,26768.9648,23586.66112,9616.470494
467.3376_6.75,6.753,835.148348,363.4723798,458.6843884,932.5980068,286.320767,1258.788248,435.571027,237.7707931,742.2807328,639.305216,1363.371799,243.4180188,771.9802301,916.0798117,799.5441232,904.1898915,324.6094753,146.3574955,137.0840784,298.1767628
468.3578_7.69,7.689,5139.395546,2244.258118,4999.792953,2930.138207,3212.846103,5044.801042,4249.989803,4664.969427,6452.914923,4837.545077,2510.925652,3120.755925,5974.010356,2018.958289,7659.347203,7994.370522,3777.73931,5627.171565,3418.999096,4095.487734
468.3814_6.59,6.585,1359.568223,9731.261572,10746.41806,1410.069585,1976.440771,4331.83896,402.6188346,6345.82859,6352.197961,5199.321685,4464.342715,8654.360531,3185.973833,8251.969125,2087.513396,3138.284682,2085.316873,4482.389856,17945.29717,5284.444151
470.3370_6.71,6.708,381.3863048,1371.425335,972.8830345,225.208766,229.8858863,460.5389901,256.3247344,295.4174803,619.1765836,830.215983,685.329791,866.0465469,519.2963473,283.8374691,310.7825082,617.2360099,326.1263454,360.9974554,1614.183084,665.1146119
471.2956_5.78,5.78,2849.898983,2969.021661,903.9578403,289.4491022,780.4507217,663.0377674,200.1031176,2515.740351,270.2293005,941.8462563,231.7193798,1675.176959,225.2873818,531.5092888,107.2458543,289.3063088,1623.833948,9562.872912,533.0501308,314.7987865
471.3043_4.81,4.814,13718.18972,17306.79537,22789.95863,9909.005001,16563.25999,30.34861684,14981.09375,25640.36429,19534.32113,29498.33106,17353.27389,14491.49286,16697.07184,8592.976052,18049.63125,29490.05562,12271.20234,23869.63402,26.95937684,13601.02965
473.3199_4.74,4.742,1545.228518,1747.894976,1970.534659,1514.080644,1115.469743,39.09357824,1491.753373,2018.615271,1352.183648,2169.134469,1178.863318,1500.76196,1631.592839,923.376803,1897.390914,2047.499153,1609.049281,2386.595548,27.37319515,976.328466
475.2702_6.05,6.05,419.6703833,834.574344,564.1360022,289.1713063,115.243902,356.685227,148.5638445,215.9897557,264.2225904,149.3155263,349.5876087,275.5150461,452.5177796,222.4737952,511.539506,190.8339347,613.9214619,613.1095779,1238.875336,338.3720972
475.2988_3.78,3.78,15221.11564,14406.96469,18685.26696,14229.52847,7093.311887,12936.96407,10505.51942,15172.69534,8170.995278,11994.62891,6007.226063,10269.88683,12094.48789,11328.00866,11111.29687,8753.190854,13571.64183,15534.24634,1036.162437,5727.170928
476.2594_4.82,4.816,1764.771755,2642.880218,3069.249323,1415.943178,2247.965249,33.16021395,1974.55966,3851.974324,2743.046463,4472.718683,2242.952213,2186.713764,2522.370978,1242.353685,2567.872569,4709.670736,1888.022971,3541.640503,28.30289983,1858.922782
476.3859_6.69,6.694,227.9691254,746.143376,1110.105939,159.2057927,152.1329422,655.8996472,248.8236587,189.1308178,730.6771383,325.6261299,239.0516384,578.481248,471.3466293,421.8535802,605.1462087,540.3212406,154.8841903,241.6319399,1961.570691,238.0787277
477.2858_6.17,6.166,25089.30387,22619.52302,13240.22257,10828.36543,7872.685013,14653.53381,6748.082165,11772.89219,6205.977181,7230.911201,13811.93926,17097.24485,10580.75329,10449.58558,13808.50284,10532.75052,23673.01288,14423.86994,17057.65259,16058.48693
477.3135_6.28,6.278,421.9782809,261.5504173,482.3458908,337.9828229,1042.78091,462.4837002,210.0407056,354.6770103,485.9742029,854.883402,277.7219751,601.2738766,509.1498444,719.6389311,383.80385,386.0625509,504.8811421,974.0374501,518.8026812,420.7377994
477.3176_6.27,6.273,184.3603343,230.4155983,758.0606792,257.2688214,571.5916009,1846.79792,215.6318431,1250.065644,537.8969018,658.3122003,199.6288717,516.9691486,417.8603571,242.9591032,919.5974452,1003.454616,352.1698655,726.1222124,284.376444,333.1252944
477.3213_6.26,6.262,1757.023836,1805.788019,1331.155975,1595.698173,2870.527297,2487.048282,1945.658792,1051.784898,2535.983017,2292.400159,1585.357077,2395.73585,1490.957147,2090.341314,5099.633051,1536.304212,1547.333048,2326.77963,2814.248251,2128.910329
477.3216_7.14,7.14,1495.614979,774.029896,564.267674,2439.42735,1151.40839,3238.961526,2918.245908,949.2566293,3109.187727,2478.888199,1567.759248,1351.079428,3820.617226,637.2857494,3705.674154,1233.108955,575.985215,2447.313996,1320.293515,542.5559831
477.3218_9.71,9.712,7650.716907,6483.820264,3915.934358,5314.888656,3793.535852,11907.8459,3828.256048,5152.050529,11783.16566,6613.890632,7009.629772,4733.737203,8777.600976,4172.441343,7663.852366,6648.196734,2323.200598,6265.097356,6941.239533,4976.387504
477.3218_9.24,9.244,1770.164755,1359.509585,1173.394414,1536.96248,1137.665274,4566.752872,858.0593476,1117.820556,774.289584,922.6505255,1978.933248,898.0382626,803.0496692,1078.12207,776.938411,1336.822782,2040.648929,1191.206045,2371.846362,1484.495842
477.3218_9.01,9.007,13528.87618,12411.84686,10358.87747,10892.7294,9529.354233,19209.16038,7031.733477,9774.661649,13035.72952,13119.74808,10933.41933,11161.18284,11012.83012,8469.125164,11484.39148,10269.59213,9436.139801,11455.75897,12213.46044,9807.329397
478.3249_9.27,9.271,591.924261,443.2183271,508.5221492,444.1433388,338.6008611,1688.587184,302.3294775,408.7070625,650.2087439,871.8083382,593.9141606,327.2533958,630.5441568,296.4001211,696.7796969,383.493657,656.1601375,549.7264333,722.9879783,527.1950441
479.3011_6.32,6.317,11455.49391,9901.444674,7802.54321,3530.08394,3845.139929,5232.712406,3745.270072,5260.843099,4005.626881,2856.711917,4771.528576,7405.564555,4047.517166,6730.325046,4890.656187,4725.395669,12111.53171,7695.246466,6513.919529,7112.353249
479.3374_6.36,6.364,24057.27937,25450.41272,21655.43313,18712.40231,28467.34976,20299.3479,14698.26265,19167.7259,20391.52576,26852.9875,22203.71987,21214.93524,11900.84646,17905.4029,27772.70113,20354.59161,11868.46548,24940.41892,20425.03307,10851.72094
479.3978_7.41,7.411,3579.746888,754.3064247,1596.346935,2871.134864,3199.146007,4255.556088,3380.493137,810.5456456,3986.548171,5287.8556,2406.816236,2443.030038,4506.948861,606.8472277,7592.726401,3507.865591,515.0283599,3650.324847,3599.603735,804.0690122
481.3167_6.54,6.544,12354.13193,7453.876715,6160.670687,9967.370328,5503.792502,13573.44716,8545.267499,7389.314645,6480.782285,5745.85975,5866.594385,9197.300502,5748.851862,7310.439991,12449.86016,5392.522469,11416.98345,6118.806977,9429.112623,6225.854151
481.3170_6.15,6.15,9608.363887,6841.428996,5929.152052,8103.691862,9462.438454,9355.022027,9421.19654,7891.159372,7621.295502,9139.077892,13708.18545,8991.063013,7822.700692,6918.919125,10525.34311,11425.60127,5009.493823,10648.82228,15698.51862,8163.364659
481.3532_6.43,6.431,17431.70252,17712.39182,15241.63689,32567.45158,18852.42098,24416.81438,13913.25596,21892.00131,25059.67269,24477.27854,22160.48281,22470.50309,11081.26983,22815.17612,26962.11665,16708.9254,10274.20619,23598.25092,16945.1859,11851.38818
484.3318_7.68,7.684,763.1649533,280.2485687,707.6751342,403.4560839,396.3877884,816.488838,619.0836739,634.7857468,1047.019092,680.9427239,362.3202959,456.1695078,820.4867363,370.0834467,1057.163785,1110.697721,644.1088755,942.2371196,591.9067348,595.2581398
484.3525_7.39,7.385,4754.191921,2317.637631,3502.25861,4966.870139,5573.864928,6711.746347,5556.629755,2209.377612,6240.082071,7272.114835,4275.376755,4614.287839,6938.517352,1747.792058,10005.80381,9181.139515,1955.452054,6242.705726,6213.693451,2412.145241
486.3321_6.45,6.449,147.657823,323.8022416,284.6010584,211.9375396,166.044465,675.0156557,169.9729308,198.640108,254.0059123,214.41691,232.0644316,177.7547729,192.0525708,400.5028417,210.6868442,225.4356749,202.9892833,261.683485,1529.045689,290.5702483
490.3642_6.60,6.602,207.8607616,1759.486629,1968.689905,215.7570094,304.5155649,635.8738486,134.3453291,1239.7827,1150.980891,949.5349251,792.0392491,1486.202592,580.2845594,2193.602555,251.3896081,740.5080102,439.4877349,1040.692977,2661.392974,1454.779301
492.2334_4.81,4.814,412.9214339,615.6393914,712.3152678,361.5370135,505.9277569,30.61241127,454.9122633,766.5800504,736.2343891,1011.198299,578.9034966,535.9914595,527.8575821,231.506133,619.4601254,969.9894193,434.3388274,1577.91108,27.19371152,894.0379595
493.3171_6.09,6.089,34016.17144,45200.47243,43108.38558,58384.90692,45408.32835,80226.75815,43207.01501,47795.16928,63750.25528,55208.54575,77036.68746,58177.31246,75096.00688,38128.10521,61062.81326,61359.10575,41792.32199,79165.10453,126641.2585,69881.52898
493.3530_6.46,6.456,968.1393904,1085.189208,1027.129852,1315.866445,1359.077654,620.9301787,987.7028341,1093.14016,802.9569974,1541.919695,935.7627235,1077.092783,448.7169706,837.9386139,1495.79109,1084.803143,240.4379854,1077.04619,247.2495767,574.4808964
494.3970_6.70,6.698,557.5716703,7530.746288,3916.137347,856.0044542,387.4203184,3992.889196,266.360845,1679.897504,3877.591409,2780.604887,3312.584846,3799.816062,2516.692096,3675.974648,1888.046159,2452.430401,1202.143673,1951.197322,12905.236,3143.153476
495.3326_6.27,6.265,1592821.09,1310118.886,1196109.592,1266245.219,1445294.09,2148703.546,1452971.542,1496737.266,1274190.545,1634839.977,1481144.182,1650713.818,1417870.678,1302528.684,1724921.6,1524274.458,1290373.127,1738802.746,1681439.427,1136945.491
495.3327_6.19,6.194,101045.6168,3691.704084,76215.61411,75913.28444,2727.935476,135723.8039,5586.572369,8371.615357,94301.29111,112121.4987,10203.02101,2941.186802,9906.528375,5732.884986,122652.7775,11231.47011,80308.12539,10340.19911,118054.6353,3058.430813
